Hour of Day,Sessions
2012070215,5
2012070216,0
2012070217,2
2012070219,2
2012070307,3
2012070308,2
2012070313,3
2012070322,2
2012070323,2
2012070408,2
2012070412,2
2012070419,2
2012070423,2
2012070506,2
2012070507,2
2012070508,3
2012070511,2
2012070513,2
2012070514,2
2012070515,2
2012070517,0
2012070522,2
2012070606,2
2012070607,3
2012070608,5
2012070609,5
2012070610,3
2012070611,2
2012070614,3
2012070618,2
2012070619,2
2012070706,2
2012070710,2
2012070712,2
2012070713,2
2012070723,2
2012070815,2
2012070816,2
2012070818,5
2012070819,2
2012070907,3
2012070911,2
2012070912,0
2012070913,2
2012070915,2
2012070916,3
2012070917,3
2012070919,2
2012070921,2
2012070922,2
2012071007,2
2012071008,5
2012071009,2
2012071013,2
2012071019,2
2012071109,3
2012071110,2
2012071112,2
2012071116,2
2012071117,3
2012071122,2
2012071207,3
2012071208,7
2012071209,3
2012071210,2
2012071212,3
2012071215,2
2012071216,2
2012071218,2
2012071221,3
2012071222,2
2012071307,2
2012071308,5
2012071309,2
2012071312,2
2012071313,3
2012071314,2
2012071319,3
2012071322,2
2012071407,2
2012071408,2
2012071409,0
2012071421,2
2012071422,2
2012071514,3
2012071516,2
2012071521,2
2012071523,2
2012071609,5
2012071611,2
2012071612,2
2012071614,2
2012071615,2
2012071617,0
2012071620,2
2012071621,2
2012071623,2
2012071708,5
2012071712,2
2012071713,2
2012071714,2
2012071718,2
2012071719,2
2012071721,2
2012071722,2
2012071808,3
2012071809,5
2012071811,0
2012071812,2
2012071814,2
2012071817,3
2012071820,3
2012071908,7
2012071909,2
2012071911,3
2012071915,2
2012071918,2
2012071920,2
2012071921,2
2012071922,2
2012072008,2
2012072010,2
2012072011,2
2012072016,3
2012072019,2
2012072109,2
2012072115,2
2012072118,3
2012072208,2
2012072212,2
2012072214,2
2012072216,2
2012072218,2
2012072221,2
2012072308,3
2012072309,2
2012072310,5
2012072313,2
2012072314,5
2012072315,2
2012072323,2
2012072406,2
2012072408,5
2012072409,2
2012072410,2
2012072414,2
2012072415,2
2012072416,5
2012072422,2
2012072423,2
2012072508,5
2012072510,2
2012072511,2
2012072513,2
2012072514,3
2012072516,2
2012072522,2
2012072608,5
2012072609,2
2012072611,7
2012072612,5
2012072615,3
2012072617,2
2012072618,2
2012072620,2
2012072708,5
2012072711,3
2012072712,2
2012072713,2
2012072714,3
2012072722,2
2012072723,2
2012072810,2
2012072818,2
2012072910,2
2012072913,2
2012072918,2
2012072922,5
2012073008,5
2012073009,3
2012073010,2
2012073011,3
2012073013,3
2012073016,2
2012073021,2
2012073105,2
2012073108,3
2012073109,2
2012073110,2
2012073114,0
2012073117,2
2012073120,2
2012073121,2
2012073123,2
2012080107,2
2012080108,2
2012080109,3
2012080110,5
2012080113,2
2012080114,2
2012080115,2
2012080116,2
2012080117,2
2012080118,5
2012080119,2
2012080120,3
2012080121,3
2012080122,2
2012080123,2
2012080203,3
2012080206,2
2012080207,5
2012080208,5
2012080209,2
2012080210,5
2012080211,3
2012080212,2
2012080213,2
2012080215,3
2012080218,3
2012080219,2
2012080220,2
2012080221,2
2012080307,2
2012080308,2
2012080309,5
2012080310,2
2012080311,3
2012080312,2
2012080313,3
2012080314,5
2012080315,3
2012080316,2
2012080320,2
2012080408,2
2012080410,2
2012080412,5
2012080413,3
2012080419,2
2012080420,0
2012080421,2
2012080422,3
2012080423,2
2012080500,2
2012080508,3
2012080519,2
2012080522,2
2012080523,2
2012080600,2
2012080607,2
2012080608,7
2012080610,2
2012080611,5
2012080612,3
2012080613,0
2012080614,2
2012080616,2
2012080618,2
2012080622,2
2012080623,2
2012080707,2
2012080708,7
2012080709,3
2012080710,3
2012080712,3
2012080713,2
2012080715,2
2012080716,2
2012080723,2
2012080807,2
2012080808,7
2012080809,2
2012080811,2
2012080815,3
2012080816,2
2012080817,2
2012080818,2
2012080819,2
2012080820,2
2012080904,2
2012080907,2
2012080908,2
2012080910,5
2012080912,2
2012080915,3
2012080916,0
2012080918,3
2012080920,2
2012080921,2
2012080922,2
2012081007,2
2012081008,3
2012081009,2
2012081011,2
2012081012,2
2012081014,3
2012081022,2
2012081107,2
2012081109,2
2012081112,2
2012081113,2
2012081116,2
2012081117,2
2012081118,2
2012081119,2
2012081120,5
2012081200,2
2012081208,3
2012081211,3
2012081212,2
2012081213,2
2012081215,2
2012081216,2
2012081217,0
2012081219,2
2012081220,3
2012081221,2
2012081307,2
2012081308,3
2012081309,5
2012081310,3
2012081311,2
2012081313,3
2012081314,2
2012081315,3
2012081316,3
2012081318,2
2012081320,2
2012081322,2
2012081323,2
2012081407,2
2012081408,3
2012081409,7
2012081413,3
2012081414,0
2012081415,3
2012081417,2
2012081422,2
2012081507,2
2012081508,7
2012081509,5
2012081510,2
2012081511,2
2012081513,2
2012081514,0
2012081515,7
2012081516,2
2012081519,3
2012081521,2
2012081606,2
2012081607,3
2012081608,5
2012081613,7
2012081614,5
2012081615,2
2012081617,3
2012081707,2
2012081708,2
2012081710,3
2012081714,2
2012081715,5
2012081716,2
2012081720,2
2012081721,2
2012081809,5
2012081810,2
2012081813,2
2012081814,0
2012081815,2
2012081817,2
2012081823,2
2012081900,2
2012081908,2
2012081909,2
2012081911,2
2012081912,2
2012081915,3
2012081918,3
2012081920,2
2012081921,3
2012081922,2
2012081923,2
2012082007,2
2012082008,9
2012082009,2
2012082010,5
2012082011,2
2012082013,3
2012082014,2
2012082015,3
2012082016,3
2012082017,5
2012082020,2
2012082022,3
2012082023,3
2012082108,2
2012082109,3
2012082110,3
2012082111,2
2012082112,2
2012082113,2
2012082114,2
2012082115,2
2012082116,2
2012082117,3
2012082118,5
2012082121,2
2012082206,2
2012082207,3
2012082208,2
2012082209,3
2012082210,2
2012082212,7
2012082213,3
2012082214,2
2012082216,2
2012082217,3
2012082306,2
2012082307,3
2012082308,5
2012082309,3
2012082310,2
2012082311,3
2012082314,3
2012082315,3
2012082322,2
2012082406,2
2012082407,2
2012082408,2
2012082409,2
2012082410,2
2012082420,2
2012082421,3
2012082500,2
2012082508,2
2012082511,2
2012082512,2
2012082523,2
2012082608,3
2012082610,2
2012082613,2
2012082614,2
2012082615,2
2012082618,2
2012082619,2
2012082706,2
2012082708,5
2012082709,2
2012082710,2
2012082711,2
2012082712,5
2012082713,2
2012082714,2
2012082716,0
2012082717,3
2012082718,3
2012082720,2
2012082721,2
2012082806,3
2012082807,3
2012082808,2
2012082809,2
2012082811,2
2012082812,2
2012082815,3
2012082816,5
2012082818,2
2012082821,2
2012082822,2
2012082906,2
2012082907,3
2012082908,7
2012082909,2
2012082910,2
2012082911,5
2012082913,2
2012082917,5
2012082922,2
2012082923,2
2012083008,9
2012083009,9
2012083010,2
2012083011,2
2012083012,2
2012083013,3
2012083014,5
2012083015,3
2012083016,3
2012083023,2
2012083108,7
2012083109,0
2012083111,3
2012083112,2
2012083113,2
2012083117,3
2012083118,2
2012083123,2
2012090108,3
2012090109,2
2012090113,2
2012090116,2
2012090117,2
2012090119,2
2012090121,2
2012090122,2
2012090209,2
2012090212,2
2012090213,2
2012090217,2
2012090218,3
2012090221,2
2012090223,2
2012090308,2
2012090310,2
2012090311,2
2012090313,2
2012090314,2
2012090316,2
2012090319,2
2012090321,2
2012090403,2
2012090406,2
2012090407,3
2012090408,5
2012090410,2
2012090412,3
2012090413,2
2012090417,2
2012090421,2
2012090422,2
2012090502,2
2012090508,5
2012090510,3
2012090511,3
2012090513,3
2012090514,2
2012090516,2
2012090518,2
2012090608,5
2012090609,2
2012090610,3
2012090611,7
2012090613,3
2012090615,2
2012090616,3
2012090620,2
2012090622,2
2012090708,3
2012090709,2
2012090710,3
2012090711,0
2012090712,2
2012090715,2
2012090716,2
2012090717,2
2012090810,2
2012090822,2
2012090900,2
2012090911,2
2012090917,2
2012090918,2
2012090919,2
2012090921,3
2012091001,2
2012091007,2
2012091008,3
2012091009,3
2012091013,2
2012091014,3
2012091015,3
2012091016,3
2012091017,2
2012091022,2
2012091108,9
2012091109,2
2012091110,5
2012091111,0
2012091113,2
2012091115,3
2012091122,2
2012091207,3
2012091208,2
2012091209,2
2012091210,2
2012091214,2
2012091216,3
2012091221,2
2012091308,2
2012091309,5
2012091310,3
2012091312,2
2012091316,5
2012091317,3
2012091319,2
2012091321,2
2012091322,2
2012091407,2
2012091408,0
2012091409,3
2012091410,2
2012091411,2
2012091415,2
2012091418,2
2012091419,2
2012091500,2
2012091508,2
2012091511,3
2012091514,2
2012091619,2
2012091620,3
2012091708,9
2012091710,2
2012091712,2
2012091713,2
2012091714,2
2012091715,2
2012091716,2
2012091717,2
2012091808,5
2012091809,2
2012091814,2
2012091815,2
2012091816,2
2012091819,2
2012091820,2
2012091821,2
2012091907,2
2012091908,5
2012091909,0
2012091910,2
2012091911,5
2012091912,2
2012091913,2
2012091914,2
2012091915,2
2012091916,2
2012091919,3
2012091920,2
2012091922,2
2012092008,3
2012092009,5
2012092010,2
2012092012,2
2012092013,2
2012092014,2
2012092015,0
2012092016,2
2012092017,3
2012092018,0
2012092019,2
2012092020,2
2012092022,2
2012092108,3
2012092109,2
2012092116,2
2012092119,2
2012092123,3
2012092206,2
2012092210,2
2012092221,2
2012092222,2
2012092307,2
2012092309,2
2012092321,3
2012092323,2
2012092407,2
2012092408,2
2012092409,3
2012092410,3
2012092411,2
2012092413,3
2012092414,2
2012092417,3
2012092418,2
2012092419,3
2012092421,2
2012092423,2
2012092504,2
2012092506,2
2012092507,2
2012092508,5
2012092509,5
2012092510,3
2012092515,2
2012092520,2
2012092608,7
2012092609,5
2012092620,2
2012092621,2
2012092708,5
2012092709,2
2012092710,5
2012092711,2
2012092712,2
2012092713,3
2012092716,2
2012092717,5
2012092721,3
2012092722,0
2012092801,2
2012092808,5
2012092809,7
2012092810,3
2012092814,3
2012092816,2
2012092908,3
2012092910,2
2012092919,2
2012093019,3
2012100108,2
2012100109,7
2012100110,3
2012100111,5
2012100113,2
2012100115,2
2012100116,2
2012100207,3
2012100208,2
2012100209,3
2012100213,2
2012100214,2
2012100215,2
2012100216,5
2012100308,3
2012100309,7
2012100311,2
2012100312,2
2012100316,2
2012100318,2
2012100320,2
2012100322,2
2012100407,2
2012100408,5
2012100409,5
2012100410,2
2012100411,2
2012100413,3
2012100414,3
2012100415,2
2012100417,2
2012100419,2
2012100420,2
2012100508,3
2012100514,2
2012100518,2
2012100519,2
2012100520,2
2012100522,2
2012100600,2
2012100607,2
2012100623,2
2012100710,2
2012100718,2
2012100808,5
2012100809,3
2012100810,3
2012100811,3
2012100812,2
2012100813,0
2012100816,2
2012100904,2
2012100908,5
2012100909,2
2012100910,5
2012100911,2
2012100912,3
2012100914,2
2012101008,3
2012101009,5
2012101010,2
2012101011,2
2012101014,2
2012101016,2
2012101017,3
2012101021,2
2012101100,2
2012101108,5
2012101109,7
2012101110,2
2012101111,2
2012101112,2
2012101114,7
2012101118,2
2012101119,2
2012101207,2
2012101208,2
2012101209,7
2012101213,2
2012101216,5
2012101219,2
2012101221,2
2012101223,2
2012101301,2
2012101310,2
2012101314,2
2012101315,2
2012101316,2
2012101317,2
2012101318,2
2012101319,2
2012101321,3
2012101323,2
2012101408,2
2012101410,2
2012101411,2
2012101413,3
2012101418,2
2012101421,3
2012101423,2
2012101508,5
2012101509,9
2012101510,2
2012101513,5
2012101515,3
2012101516,3
2012101522,2
2012101607,2
2012101608,7
2012101609,5
2012101610,2
2012101613,2
2012101614,2
2012101615,2
2012101618,2
2012101621,2
2012101708,5
2012101709,10
2012101710,3
2012101712,2
2012101713,2
2012101715,2
2012101717,2
2012101720,3
2012101722,2
2012101723,2
2012101808,7
2012101811,3
2012101814,3
2012101815,2
2012101816,2
2012101820,2
2012101821,3
2012101901,2
2012101908,5
2012101909,2
2012101911,3
2012101913,2
2012101915,2
2012101917,2
2012102011,2
2012102018,3
2012102109,3
2012102112,2
2012102113,3
2012102114,2
2012102116,2
2012102119,2
2012102123,2
2012102206,2
2012102207,2
2012102208,7
2012102209,12
2012102210,5
2012102212,3
2012102213,5
2012102214,5
2012102215,2
2012102216,7
2012102217,10
2012102218,3
2012102221,2
2012102222,0
2012102300,2
2012102304,2
2012102307,5
2012102308,9
2012102309,5
2012102310,2
2012102311,2
2012102312,2
2012102313,2
2012102314,3
2012102315,5
2012102316,5
2012102317,2
2012102319,2
2012102320,2
2012102322,2
2012102401,2
2012102407,5
2012102408,7
2012102409,9
2012102410,3
2012102411,3
2012102412,9
2012102413,3
2012102414,9
2012102416,2
2012102417,2
2012102418,2
2012102419,3
2012102422,2
2012102508,7
2012102509,3
2012102510,2
2012102511,2
2012102513,2
2012102514,2
2012102515,5
2012102517,3
2012102518,3
2012102520,2
2012102521,2
2012102604,2
2012102607,3
2012102608,3
2012102609,2
2012102610,2
2012102612,3
2012102618,2
2012102619,3
2012102620,2
2012102621,2
2012102623,2
2012102709,2
2012102710,2
2012102711,2
2012102713,2
2012102718,2
2012102720,2
2012102722,2
2012102723,2
2012102809,2
2012102810,2
2012102812,2
2012102813,3
2012102816,2
2012102908,7
2012102909,5
2012102910,2
2012102911,2
2012102912,2
2012102913,2
2012102914,2
2012102916,2
2012102917,3
2012102918,2
2012102922,2
2012103008,2
2012103009,5
2012103010,3
2012103012,2
2012103013,2
2012103014,2
2012103015,2
2012103016,2
2012103017,2
2012103018,2
2012103021,3
2012103108,9
2012103109,5
2012103110,3
2012103111,2
2012103112,3
2012103113,0
2012103115,2
2012103116,3
2012103117,3
2012103121,2
2012103123,2
2012110100,2
2012110105,2
2012110108,7
2012110109,5
2012110111,3
2012110112,2
2012110113,2
2012110115,3
2012110116,2
2012110117,2
2012110123,2
2012110208,2
2012110209,5
2012110211,5
2012110215,2
2012110216,2
2012110217,2
2012110218,2
2012110220,2
2012110221,2
2012110308,2
2012110315,3
2012110316,2
2012110317,2
2012110318,2
2012110319,2
2012110320,3
2012110321,2
2012110322,2
2012110400,2
2012110401,2
2012110411,2
2012110417,2
2012110420,2
2012110421,2
2012110507,3
2012110508,3
2012110509,3
2012110511,2
2012110512,2
2012110519,2
2012110520,2
2012110521,2
2012110607,2
2012110608,5
2012110609,2
2012110611,2
2012110615,2
2012110617,2
2012110618,3
2012110619,2
2012110622,2
2012110623,2
2012110705,2
2012110707,2
2012110708,9
2012110709,2
2012110710,3
2012110712,2
2012110713,5
2012110714,2
2012110715,2
2012110716,2
2012110717,5
2012110718,2
2012110719,2
2012110722,2
2012110723,2
2012110800,2
2012110807,2
2012110808,7
2012110809,2
2012110811,7
2012110812,5
2012110813,3
2012110814,5
2012110815,5
2012110816,5
2012110817,7
2012110819,2
2012110820,2
2012110823,2
2012110900,2
2012110903,2
2012110906,2
2012110908,12
2012110909,9
2012110910,7
2012110912,9
2012110913,3
2012110915,0
2012110916,5
2012110917,2
2012110918,2
2012111000,2
2012111006,2
2012111008,9
2012111009,2
2012111010,2
2012111012,2
2012111013,2
2012111014,2
2012111018,2
2012111020,3
2012111100,2
2012111109,2
2012111110,2
2012111112,3
2012111114,2
2012111116,2
2012111118,3
2012111123,3
2012111209,5
2012111213,2
2012111217,2
2012111300,2
2012111308,9
2012111310,7
2012111311,3
2012111312,2
2012111315,3
2012111316,5
2012111317,5
2012111318,2
2012111319,2
2012111406,3
2012111407,3
2012111408,2
2012111409,3
2012111410,2
2012111411,5
2012111412,3
2012111414,2
2012111416,3
2012111418,3
2012111420,2
2012111421,2
2012111422,3
2012111423,2
2012111500,2
2012111507,5
2012111508,2
2012111509,5
2012111510,2
2012111512,2
2012111513,3
2012111514,2
2012111515,2
2012111516,2
2012111518,2
2012111519,2
2012111520,3
2012111607,3
2012111608,3
2012111610,2
2012111611,7
2012111613,5
2012111614,2
2012111615,3
2012111616,7
2012111617,2
2012111618,7
2012111619,0
2012111620,2
2012111621,3
2012111622,5
2012111702,2
2012111703,2
2012111704,2
2012111705,2
2012111706,5
2012111707,3
2012111708,2
2012111710,2
2012111713,2
2012111714,3
2012111716,7
2012111717,2
2012111718,3
2012111720,3
2012111721,3
2012111723,2
2012111806,2
2012111810,3
2012111811,2
2012111812,2
2012111814,2
2012111816,5
2012111818,2
2012111819,3
2012111820,3
2012111821,2
2012111822,2
2012111906,2
2012111907,2
2012111908,9
2012111909,7
2012111910,3
2012111911,3
2012111912,3
2012111914,5
2012111915,7
2012111916,2
2012111917,2
2012111918,2
2012111920,3
2012111921,2
2012112007,2
2012112008,9
2012112009,3
2012112010,3
2012112011,5
2012112012,5
2012112013,2
2012112014,9
2012112015,2
2012112016,5
2012112017,2
2012112018,2
2012112019,2
2012112020,2
2012112022,3
2012112023,2
2012112100,2
2012112102,2
2012112105,2
2012112106,3
2012112107,2
2012112108,9
2012112109,7
2012112110,0
2012112111,3
2012112112,2
2012112113,2
2012112115,2
2012112116,2
2012112117,2
2012112118,5
2012112119,3
2012112121,2
2012112122,2
2012112208,2
